id,title,original_language,release_date,budget,revenue,runtime,popularity,vote_average,vote_count,genres_0_name,genres_1_name,genres_2_name,production_companies_0_name,production_companies_1_name,production_companies_2_name,production_countries_0_name,movie_id,actor_1,actor_2,actor_3,profit,roi
534,Terminator Salvation,en,2009-05-20,200000000,371353001.0,115.0,51.06,6.1,6410.0,Action,Science Fiction,Thriller,The Halcyon Company,Moritz Borman Productions,Wonderland Sound and Vision,United States of America,534,Arnold Schwarzenegger,Christian Bale,Helena Bonham Carter,171353001.0,0.856765005
9778,Serendipity,en,2001-10-05,28000000,77516304.0,90.0,37.362,6.9,1888.0,Comedy,Romance,Drama,Tapestry Films,Miramax,Simon Fields Productions,United States of America,9778,Kate Beckinsale,John Cusack,Jeremy Piven,49516304.0,1.7684394285714287
762441,A Quiet Place: Day One,en,2024-06-26,67000000,260894737.0,99.0,310.255,6.792,2008.0,Horror,Science Fiction,Thriller,Paramount Pictures,Platinum Dunes,Sunday Night Productions,United States of America,762441,Lupita Nyong'o,Joseph Quinn,Alex Wolff,193894737.0,2.8939512985074627
298618,The Flash,en,2023-06-13,220000000,271333313.0,144.0,136.225,6.7,4200.0,Adventure,Action,Science Fiction,Warner Bros. Pictures,Double Dream,The Disco Factory,United States of America,298618,Jason Momoa,Michael Keaton,Ben Affleck,51333313.0,0.2333332409090909
447404,Pokémon Detective Pikachu,en,2019-05-03,150000000,449762638.0,105.0,52.301,6.9,6764.0,Action,Adventure,Fantasy,Legendary Pictures,The Pokémon Company,TOHO,Japan,447404,Ryan Reynolds,Bill Nighy,Kathryn Newton,299762638.0,1.9984175866666667
698508,Redeeming Love,en,2022-01-21,30000000,9500000.0,134.0,81.39,7.9,519.0,Romance,Drama,Western,Mission Pictures International,Advantage Entertainment,Pinnacle Peak Pictures,South Africa,698508,Nina Dobrev,Famke Janssen,Abigail Cowen,-20500000.0,-0.6833333333333333
94047,My Way,ko,2011-12-21,25500000,16653488.0,137.0,42.339,7.9,378.0,Drama,Action,History,CJ Entertainment,Directors,SK Planet,South Korea,94047,Fan Bingbing,Jang Dong-gun,Kim In-kwon,-8846512.0,-0.34692203921568626
2312,In the Name of the King: A Dungeon Siege Tale,en,2007-11-29,60000000,13097915.0,127.0,37.737,4.7,827.0,Adventure,Fantasy,Action,Boll Kino Beteiligungs GmbH & Co. KG,Brightlight Pictures,Herold Productions,Canada,2312,Jason Statham,Burt Reynolds,Claire Forlani,-46902085.0,-0.7817014166666667
98566,Teenage Mutant Ninja Turtles,en,2014-08-07,125000000,485000000.0,101.0,100.422,5.9,6733.0,Science Fiction,Action,Adventure,Nickelodeon Movies,Paramount Pictures,Platinum Dunes,United States of America,98566,Megan Fox,William Fichtner,Alan Ritchson,360000000.0,2.88
503,Poseidon,en,2006-05-10,160000000,181700000.0,98.0,50.096,5.8,2114.0,Adventure,Action,Drama,Virtual Studios,Radiant Productions,Next Entertainment,United States of America,503,Emmy Rossum,Kurt Russell,Jacinda Barrett,21700000.0,0.135625
365942,The Space Between Us,en,2017-01-26,30000000,14793385.0,121.0,23.322,7.1,2437.0,Romance,Adventure,Science Fiction,Los Angeles Media Fund,Southpaw Entertainment,STXfilms,China,365942,Gary Oldman,Britt Robertson,Asa Butterfield,-15206615.0,-0.5068871666666667
329996,Dumbo,en,2019-03-27,170000000,353284621.0,112.0,41.596,6.6,4288.0,Family,Fantasy,Adventure,Tim Burton Productions,Walt Disney Pictures,Infinite Detective,Australia,329996,Michael Keaton,Eva Green,Colin Farrell,183284621.0,1.0781448294117648
957452,The Crow,en,2024-08-21,50000000,13690814.0,111.0,574.541,5.8,675.0,Action,Fantasy,Horror,Davis Films,Pressman Film,Hassell Free Production,France,957452,Bill Skarsgård,Danny Huston,Laura Birn,-36309186.0,-0.72618372
679,Aliens,en,1986-07-18,18500000,183316455.0,137.0,165.005,7.9,9670.0,Action,Thriller,Science Fiction,SLM Production Group,20th Century Fox,Brandywine Productions,United States of America,679,Sigourney Weaver,Bill Paxton,Lance Henriksen,164816455.0,8.908997567567567
5255,The Polar Express,en,2004-11-10,165000000,310634054.0,100.0,56.011,6.7,6201.0,Animation,Adventure,Family,Golden Mean,Playtone,ImageMovers,United States of America,5255,Tom Hanks,Josh Hutcherson,Michael Jeter,145634054.0,0.8826306303030304
429617,Spider-Man: Far From Home,en,2019-06-28,160000000,1131927996.0,129.0,102.155,7.426,15552.0,Action,Adventure,Science Fiction,Marvel Studios,Pascal Pictures,Columbia Pictures,United States of America,429617,Tom Holland,Jake Gyllenhaal,Zendaya,971927996.0,6.074549975
526896,Morbius,en,2022-03-30,75000000,167635712.0,105.0,51.125,6.009,4272.0,Action,Science Fiction,Fantasy,Columbia Pictures,Matt Tolmach Productions,Arad Productions,United States of America,526896,Michael Keaton,Adria Arjona,Tyrese Gibson,92635712.0,1.2351428266666666
4638,Hot Fuzz,en,2007-02-14,12000000,80600000.0,121.0,38.095,7.6,7482.0,Crime,Action,Comedy,Big Talk Studios,StudioCanal,Working Title Films,France,4638,Cate Blanchett,Bill Nighy,Simon Pegg,68600000.0,5.716666666666667
57165,Wrath of the Titans,en,2012-03-28,150000000,301970083.0,99.0,87.788,5.747,4150.0,Fantasy,Adventure,Action,Thunder Road,Legendary Pictures,Cott Productions,Spain,57165,Liam Neeson,Rosamund Pike,Ralph Fiennes,151970083.0,1.0131338866666666
414,Batman Forever,en,1995-06-16,100000000,336529144.0,121.0,78.408,5.432,5109.0,Action,Crime,Fantasy,Warner Bros. Pictures,Tim Burton Productions,Polygram Pictures,United States of America,414,Nicole Kidman,Jim Carrey,Jon Favreau,236529144.0,2.36529144
8953,Steamboy,ja,2004-07-17,26000000,18900000.0,126.0,22.805,6.9,420.0,Animation,Fantasy,Science Fiction,Bandai Visual,SUNRISE,Steamboy Committee,Japan,8953,Sanae Kobayashi,Anne Suzuki,Tetsu Inada,-7100000.0,-0.27307692307692305
20662,Robin Hood,en,2010-05-12,200000000,321669741.0,140.0,39.253,6.392,4563.0,Action,Adventure,History,Imagine Entertainment,Relativity Media,Scott Free Productions,United States of America,20662,Russell Crowe,Kevin Durand,Cate Blanchett,121669741.0,0.608348705
360920,The Grinch,en,2018-11-08,75000000,508600000.0,85.0,86.136,6.9,3875.0,Animation,Family,Comedy,Illumination,Dr. Seuss Enterprises,Universal Animation Studios,United States of America,360920,Benedict Cumberbatch,Rashida Jones,Angela Lansbury,433600000.0,5.781333333333333
11322,Public Enemies,en,2009-07-01,100000000,214104620.0,140.0,31.184,6.7,4392.0,Crime,History,Drama,Universal Pictures,Relativity Media,Forward Pass,United States of America,11322,Johnny Depp,Channing Tatum,Christian Bale,114104620.0,1.1410462
314,Catwoman,en,2004-07-22,100000000,82102379.0,104.0,42.779,4.6,3288.0,Action,Fantasy,Crime,Village Roadshow Pictures,Di Novi Pictures,Frantic Films,Canada,314,Halle Berry,Sharon Stone,Benjamin Bratt,-17897621.0,-0.17897621
149,Akira,ja,1988-06-10,5700000,49000000.0,124.0,42.216,7.945,4173.0,Animation,Science Fiction,Action,MBS,Sumitomo Corporation,TOHO,Japan,149,Nozomu Sasaki,Mami Koyama,Tessyo Genda,43300000.0,7.5964912280701755
10025,Just My Luck,en,2006-05-12,28000000,38159905.0,103.0,39.635,6.1,1875.0,Comedy,Drama,Family,New Regency Pictures,Regency Enterprises,Cheyenne Enterprises,United States of America,10025,Lindsay Lohan,Chris Pine,Samaire Armstrong,10159905.0,0.36285375
339964,Valerian and the City of a Thousand Planets,en,2017-07-20,177200000,225973340.0,137.0,68.899,6.6,7429.0,Adventure,Science Fiction,Action,Belga Films,River Road Entertainment,Grive Productions,Belgium,339964,Cara Delevingne,Dane DeHaan,Ethan Hawke,48773340.0,0.27524458239277655
501170,Doctor Sleep,en,2019-10-30,45000000,72381712.0,152.0,48.573,7.2,4355.0,Horror,Thriller,Fantasy,Vertigo Entertainment,Intrepid Pictures,Warner Bros. Pictures,United States of America,501170,Rebecca Ferguson,Ewan McGregor,Bruce Greenwood,27381712.0,0.6084824888888889
436270,Black Adam,en,2022-10-19,200000000,393452111.0,125.0,86.796,6.9,6213.0,Action,Adventure,Science Fiction,New Line Cinema,Flynn Picture Company,DC Films,United States of America,436270,Henry Cavill,Dwayne Johnson,Noah Centineo,193452111.0,0.967260555
290512,The Mountain Between Us,en,2017-10-05,35000000,62832209.0,109.0,36.346,6.7,2324.0,Drama,Adventure,Romance,Chernin Entertainment,20th Century Fox,Fox 2000 Pictures,United States of America,290512,Kate Winslet,Idris Elba,Dermot Mulroney,27832209.0,0.7952059714285714
9444,Anastasia,en,1997-11-20,53000000,139804348.0,94.0,89.323,7.617,5227.0,Animation,Family,Fantasy,Fox Animation Studios,The Big Gun Project,20th Century Fox,United States of America,9444,J.K. Simmons,Christopher Lloyd,Lacey Chabert,86804348.0,1.6378178867924529
10567,Dinosaur,en,2000-05-19,127500000,354248063.0,82.0,57.099,6.539,2490.0,Animation,Family,Adventure,Walt Disney Pictures,Walt Disney Feature Animation,The Secret Lab,United States of America,10567,Hayden Panettiere,Max Casella,Alfre Woodard,226748063.0,1.7784161803921568
76494,What to Expect When You're Expecting,en,2012-05-17,40000000,79700000.0,110.0,35.761,6.002,1767.0,Romance,Comedy,Drama,Lionsgate,Alcon Entertainment,Phoenix Pictures,United States of America,76494,Anna Kendrick,Dennis Quaid,Jennifer Lopez,39700000.0,0.9925
589761,Chernobyl: Abyss,ru,2021-04-15,9100000,6459306.0,136.0,40.987,6.261,505.0,Drama,History,Adventure,Non-Stop Productions,DK Entertainment,Central Partnership,Russia,589761,Danila Kozlovsky,Oksana Akinshina,Nikolay Kozak,-2640694.0,-0.29018615384615387
381719,Peter Rabbit,en,2018-02-07,50000000,351266433.0,93.0,38.643,6.7,1757.0,Animation,Adventure,Family,Columbia Pictures,Olive Bridge Entertainment,Screen Australia,Australia,381719,Margot Robbie,Daisy Ridley,Sam Neill,301266433.0,6.02532866
82,Miami Vice,en,2006-07-27,135000000,163800000.0,132.0,45.088,6.0,1750.0,Action,Crime,Thriller,Universal Pictures,Forward Pass,Motion Picture ETA Produktionsgesellschaft,Germany,82,Colin Farrell,Ciarán Hinds,Jamie Foxx,28800000.0,0.21333333333333335
9456,The Crow: Salvation,en,2000-01-23,10000000,0.0,101.0,46.066,5.6,337.0,Action,Thriller,Horror,Dimension Films,Jeff Most Productions,Pacifica Film Distribution,Germany,9456,Jodi Lyn O'Keefe,Walton Goggins,Kirsten Dunst,-10000000.0,-1.0
287903,Krampus,en,2015-11-26,15000000,61800000.0,98.0,43.315,6.195,2131.0,Horror,Comedy,Fantasy,Universal Pictures,Legendary Pictures,Syon Media,Canada,287903,Adam Scott,David Koechner,Toni Collette,46800000.0,3.12
2109,Rush Hour,en,1998-09-18,33000000,244721064.0,98.0,72.677,7.05,4893.0,Action,Comedy,Crime,Roger Birnbaum Productions,New Line Cinema,Caravan Pictures,United States of America,2109,Jackie Chan,Chris Tucker,Ken Leung,211721064.0,6.4157898181818185
522016,The 355,en,2022-01-05,75000000,55700000.0,122.0,48.643,6.062,987.0,Action,Adventure,Thriller,Freckle Films,Genre Films,FilmNation Entertainment,France,522016,Sebastian Stan,Lupita Nyong'o,Penélope Cruz,-19300000.0,-0.25733333333333336
7445,Brothers,en,2009-12-02,26000000,43500000.0,105.0,44.193,7.3,3554.0,Drama,Thriller,War,Lionsgate,Relativity Media,Sighvatsson Films,United States of America,7445,Jake Gyllenhaal,Tobey Maguire,Bailee Madison,17500000.0,0.6730769230769231
1417,Pan's Labyrinth,es,2006-10-10,19000000,83258226.0,118.0,52.195,7.8,10455.0,Fantasy,Drama,War,Estudios Picasso,Esperanto Filmoj,Tequila Gang,Mexico,1417,Ivana Baquero,Ivan Massagué,Maribel Verdú,64258226.0,3.3820118947368423
57158,The Hobbit: The Desolation of Smaug,en,2013-12-11,250000000,958400000.0,161.0,132.163,7.6,13059.0,Fantasy,Adventure,Action,New Line Cinema,Metro-Goldwyn-Mayer,WingNut Films,New Zealand,57158,Evangeline Lilly,Benedict Cumberbatch,Ian McKellen,708400000.0,2.8336
47971,xXx: Return of Xander Cage,en,2017-01-13,85000000,346118277.0,107.0,83.612,6.1,8826.0,Action,Adventure,Crime,Rox Productions,Revolution Studios,Maple Cage Productions,Canada,47971,Vin Diesel,Samuel L. Jackson,Nina Dobrev,261118277.0,3.0719797294117646
245842,The King's Daughter,en,2022-01-21,40500000,2200000.0,94.0,39.885,7.1,674.0,Fantasy,Adventure,Family,Firstep,Brookwell-McNamara Entertainment,Kylin Pictures,Australia,245842,Kaya Scodelario,Pablo Schreiber,Pierce Brosnan,-38300000.0,-0.945679012345679
273481,Sicario,en,2015-09-17,30000000,84997446.0,122.0,84.092,7.403,8492.0,Action,Crime,Thriller,Thunder Road,Black Label Media,Lionsgate,Mexico,273481,Emily Blunt,Jon Bernthal,Josh Brolin,54997446.0,1.8332482
37135,Tarzan,en,1999-06-18,130000000,448200000.0,88.0,78.918,7.404,6693.0,Family,Adventure,Animation,Walt Disney Pictures,Edgar Rice Burroughs Inc.,Walt Disney Feature Animation,United States of America,37135,Lily Collins,Glenn Close,Minnie Driver,318200000.0,2.4476923076923076
13969,First Daughter,en,2004-09-24,30000000,0.0,105.0,39.714,6.137,893.0,Family,Comedy,Drama,New Regency Pictures,Davis Entertainment,Spirit Dance Entertainment,United States of America,13969,Michael Keaton,Katie Holmes,Marc Blucas,-30000000.0,-1.0
153518,The Angry Birds Movie,en,2016-05-11,73000000,349779543.0,97.0,42.213,6.235,3634.0,Animation,Adventure,Comedy,Columbia Pictures,Rovio Entertainment,Rovio Animation,Finland,153518,Mckenna Grace,Peter Dinklage,Keegan-Michael Key,276779543.0,3.791500589041096
9907,Barnyard,en,2006-08-04,51000000,116500000.0,90.0,43.488,5.9,1073.0,Animation,Comedy,Family,O Entertainment,Nickelodeon Movies,Paramount Pictures,Germany,9907,Courteney Cox,Andie MacDowell,Sam Elliott,65500000.0,1.2843137254901962
912649,Venom: The Last Dance,en,2024-10-22,120000000,8500000.0,109.0,4191.897,6.384,159.0,Action,Science Fiction,Adventure,Columbia Pictures,Pascal Pictures,Matt Tolmach Productions,United States of America,912649,Tom Hardy,Juno Temple,Andy Serkis,-111500000.0,-0.9291666666666667
297802,Aquaman,en,2018-12-07,160000000,1152028393.0,143.0,61.557,6.888,13956.0,Action,Adventure,Fantasy,Warner Bros. Pictures,The Safran Company,DC Films,United States of America,297802,Jason Momoa,Nicole Kidman,Willem Dafoe,992028393.0,6.20017745625
13767,The Santa Clause 3: The Escape Clause,en,2006-11-02,12000000,84500122.0,97.0,39.075,5.5,1055.0,Comedy,Family,Adventure,Walt Disney Pictures,Boxing Cat Films,Outlaw Productions,United States of America,13767,Abigail Breslin,Cameron Monaghan,Elizabeth Mitchell,72500122.0,6.041676833333334
87101,Terminator Genisys,en,2015-06-23,155000000,440603537.0,126.0,85.494,5.9,8339.0,Science Fiction,Action,Thriller,Paramount Pictures,Skydance Media,Annapurna Pictures,Canada,87101,Emilia Clarke,Arnold Schwarzenegger,J.K. Simmons,285603537.0,1.842603464516129
571384,Come Play,en,2020-10-28,9000000,8119285.0,96.0,46.34,6.4,665.0,Horror,Mystery,Thriller,Focus Features,Amblin Partners,The Picture Company,India,571384,Gillian Jacobs,John Gallagher Jr.,Rachel Wilson,-880715.0,-0.09785722222222222
10060,Get Rich or Die Tryin',en,2005-11-09,40000000,46442528.0,117.0,34.54,6.8,895.0,Drama,Crime,Music,Cent Productions Inc.,Paramount Pictures,MTV Films,United States of America,10060,Terrence Howard,Omar Benson Miller,Mykelti Williamson,6442528.0,0.1610632
9257,S.W.A.T.,en,2003-08-08,80000000,207700000.0,117.0,35.635,6.2,2466.0,Action,Thriller,Crime,Original Film,Camelot Pictures,Chris Lee Productions,United States of America,9257,Samuel L. Jackson,Colin Farrell,Michelle Rodriguez,127700000.0,1.59625
460465,Mortal Kombat,en,2021-04-07,20000000,84426031.0,110.0,39.877,7.0,5782.0,Action,Fantasy,Adventure,Atomic Monster,Broken Road Productions,New Line Cinema,United States of America,460465,Hiroyuki Sanada,Angus Sampson,Tadanobu Asano,64426031.0,3.22130155
10066,House of Wax,en,2005-05-05,40000000,68766121.0,113.0,79.43,6.0,2980.0,Mystery,Horror,Thriller,Village Roadshow Pictures,Dark Castle Entertainment,Warner Bros. Pictures,United States of America,10066,Elisha Cuthbert,Chad Michael Murray,Jared Padalecki,28766121.0,0.719153025
718821,Twisters,en,2024-07-10,155000000,369590675.0,123.0,350.53,6.96,1635.0,Action,Adventure,Thriller,Universal Pictures,Warner Bros. Pictures,Amblin Entertainment,United States of America,718821,Glen Powell,Kiernan Shipka,Daisy Edgar-Jones,214590675.0,1.3844559677419355
156022,The Equalizer,en,2014-09-24,55000000,192330738.0,132.0,104.926,7.3,8949.0,Thriller,Action,Crime,Lonetree Entertainment,Columbia Pictures,Village Roadshow Pictures,United States of America,156022,Denzel Washington,Chloë Grace Moretz,David Harbour,137330738.0,2.496922509090909
5123,August Rush,en,2007-11-21,25000000,66122026.0,114.0,42.445,7.415,2659.0,Family,Drama,Music,Warner Bros. Pictures,Odyssey Entertainment,Southpaw Entertainment,United States of America,5123,Robin Williams,Freddie Highmore,Becki Newton,41122026.0,1.64488104
149870,The Wind Rises,ja,2013-07-20,30000000,117932401.0,126.0,38.494,7.79,2973.0,Drama,Animation,Romance,Studio Ghibli,Nippon Television Network Corporation,dentsu,Japan,149870,Mirai Shida,Hidetoshi Nishijima,Keiko Takeshita,87932401.0,2.931080033333333
8054,The Imaginarium of Doctor Parnassus,en,2009-10-01,30000000,64352607.0,123.0,23.592,6.4,2674.0,Adventure,Fantasy,Mystery,Infinity Features,Davis Films,Poo Poo Pictures,Canada,8054,Johnny Depp,Andrew Garfield,Colin Farrell,34352607.0,1.1450869
2525,The Bible: In the Beginning...,en,1966-09-28,16500000,34900000.0,175.0,37.024,7.3,248.0,Adventure,History,Drama,Thalia AG,DDL Cinematografica,Seven Arts Productions,Italy,2525,Richard Harris,Peter O'Toole,Franco Nero,18400000.0,1.1151515151515152
19913,(500) Days of Summer,en,2009-07-17,7500000,60781545.0,95.0,79.624,7.287,10042.0,Comedy,Drama,Romance,Fox Searchlight Pictures,Watermark Pictures,Dune Entertainment III,United States of America,19913,Chloë Grace Moretz,Joseph Gordon-Levitt,Zooey Deschanel,53281545.0,7.104206
60304,Hansel & Gretel: Witch Hunters,en,2013-01-17,50000000,226349749.0,88.0,58.262,6.06,6641.0,Fantasy,Horror,Action,Paramount Pictures,MTV Films,Gary Sanchez Productions,United States of America,60304,Famke Janssen,Gemma Arterton,Jeremy Renner,176349749.0,3.52699498
12123,Chain Reaction,en,1996-08-02,50000000,60209334.0,107.0,22.623,5.7,1044.0,Science Fiction,Action,Drama,Chicago Pacific Entertainment,20th Century Fox,The Zanuck Company,United States of America,12123,Keanu Reeves,Morgan Freeman,Rachel Weisz,10209334.0,0.20418668
585244,I Still Believe,en,2020-03-12,12000000,16069730.0,115.0,40.368,7.6,1164.0,Music,Drama,Romance,Kevin Downes Productions,Lionsgate,Kingdom Story Company,United States of America,585244,Britt Robertson,Abigail Cowen,Melissa Roxburgh,4069730.0,0.3391441666666667
11362,The Count of Monte Cristo,en,2002-01-23,35000000,75400000.0,131.0,82.75,7.7,1755.0,Adventure,Drama,History,Touchstone Pictures,Spyglass Entertainment,World 2000 Entertainment,Ireland,11362,Henry Cavill,Dagmara Dominczyk,Guy Pearce,40400000.0,1.1542857142857144
12244,9,en,2009-08-19,30000000,48428063.0,79.0,50.44,6.932,3499.0,Action,Adventure,Animation,Tim Burton Productions,Relativity Media,Arc Productions,Canada,12244,Jennifer Connelly,Elijah Wood,Crispin Glover,18428063.0,0.6142687666666666
1949,Zodiac,en,2007-03-02,65000000,84785914.0,157.0,70.105,7.5,10398.0,Crime,Drama,Mystery,Paramount Pictures,Warner Bros. Pictures,Phoenix Pictures,United States of America,1949,Chloë Sevigny,Robert Downey Jr.,Jake Gyllenhaal,19785914.0,0.3043986769230769
290595,The Huntsman: Winter's War,en,2016-04-06,115000000,164989338.0,114.0,40.305,6.3,4766.0,Action,Adventure,Drama,Roth Films,Universal Pictures,Perfect World Pictures,China,290595,Liam Neeson,Charlize Theron,Chris Hemsworth,49989338.0,0.4346898956521739
20694,Rugrats Go Wild,en,2003-06-13,25000000,55443032.0,81.0,24.027,6.237,295.0,Animation,Family,Adventure,Nickelodeon Movies,Klasky-Csupo,Paramount Pictures,United States of America,20694,Bruce Willis,Tim Curry,Lacey Chabert,30443032.0,1.21772128
342473,Ballerina,en,2016-12-14,30000000,2351359.0,89.0,64.032,7.2,1859.0,Animation,Adventure,Comedy,Main Journey,Caramel Films,Quad Productions,Canada,342473,Elle Fanning,Dane DeHaan,Mel Brooks,-27648641.0,-0.9216213666666667
781732,Animal,hi,2023-12-01,13000000,108300000.0,201.0,46.04,6.4,107.0,Action,Crime,Drama,T-Series,Bhadrakali Pictures,ST Film,India,781732,Rashmika Mandanna,Anil Kapoor,Ranbir Kapoor,95300000.0,7.3307692307692305
17047,Agent Cody Banks 2: Destination London,en,2004-03-12,26000000,28818995.0,100.0,23.482,5.5,618.0,Comedy,Action,Adventure,Maverick Films,Dylan Sellers Productions,Splendid Pictures,United States of America,17047,Frankie Muniz,Keith David,Alfie Allen,2818995.0,0.10842288461538462
58574,Sherlock Holmes: A Game of Shadows,en,2011-11-22,125000000,334615000.0,129.0,61.352,7.1,10231.0,Adventure,Action,Crime,Village Roadshow Pictures,Silver Pictures,Wigram Productions,United States of America,58574,Robert Downey Jr.,Kelly Reilly,Rachel McAdams,209615000.0,1.67692
965890,Vincent Must Die,fr,2023-11-15,4340000,158787.0,109.0,42.125,6.4,114.0,Drama,Fantasy,Comedy,ARTE France Cinéma,Capricci Films,Bobi Lux,Belgium,965890,Vimala Pons,Karim Leklou,Hervé Pierre,-4181213.0,-0.963413133640553
336843,Maze Runner: The Death Cure,en,2018-01-10,62000000,288175335.0,143.0,92.212,7.1,7711.0,Science Fiction,Action,Adventure,The Gotham Group,Temple Hill Entertainment,20th Century Fox,United States of America,336843,Nathalie Emmanuel,Thomas Brodie-Sangster,Dylan O'Brien,226175335.0,3.6479892741935482
6479,I Am Legend,en,2007-12-12,150000000,585410052.0,101.0,68.77,7.208,15599.0,Drama,Science Fiction,Thriller,Warner Bros. Pictures,Village Roadshow Pictures,Weed Road Pictures,United States of America,6479,Will Smith,Emma Thompson,Alice Braga,435410052.0,2.90273368
675353,Sonic the Hedgehog 2,en,2022-03-30,110000000,405421518.0,123.0,241.966,7.505,4939.0,Action,Adventure,Family,Original Film,Blur Studio,Marza Animation Planet,Japan,675353,Idris Elba,Jim Carrey,Shemar Moore,295421518.0,2.6856501636363634
11361,Halloween 5: The Revenge of Michael Myers,en,1989-10-12,3000000,11642254.0,98.0,66.587,5.3,1181.0,Horror,Thriller,Fantasy,Magnum Pictures Inc.,Trancas International Films,Galaxy International Releasing,United States of America,11361,Danielle Harris,Matthew Walker,Donald Pleasence,8642254.0,2.8807513333333334
23172,The Spy Next Door,en,2010-01-15,28000000,66166000.0,94.0,39.539,5.9,1281.0,Action,Comedy,Family,Spy Next Door,Relativity Media,Robert Simonds Productions,United States of America,23172,Jackie Chan,Madeline Carroll,Lucas Till,38166000.0,1.3630714285714285
652,Troy,en,2004-05-13,175000000,497400000.0,163.0,72.027,7.2,10078.0,Adventure,History,War,Warner Bros. Pictures,Plan B Entertainment,Nimar Studios,Bulgaria,652,Brad Pitt,Orlando Bloom,Sean Bean,322400000.0,1.8422857142857143
57089,Hoodwinked Too! Hood VS. Evil,en,2011-04-29,30000000,13500000.0,86.0,45.493,5.1,535.0,Comedy,Animation,Family,Kanbar Entertainment,Arc Productions,The Weinstein Company,United States of America,57089,Hayden Panettiere,Heidi Klum,Joan Cusack,-16500000.0,-0.55
339846,Baywatch,en,2017-05-25,69000000,177900000.0,116.0,90.646,6.093,7967.0,Comedy,Action,Crime,Uncharted,Paramount Pictures,Flynn Picture Company,United States of America,339846,Alexandra Daddario,Dwayne Johnson,Zac Efron,108900000.0,1.5782608695652174
565770,Blue Beetle,en,2023-08-16,104000000,130788072.0,128.0,92.696,6.752,2566.0,Action,Science Fiction,Adventure,Warner Bros. Pictures,The Safran Company,DC Films,United States of America,565770,Susan Sarandon,Becky G,Bruna Marquezine,26788072.0,0.2575776153846154
16340,Rugrats in Paris: The Movie,en,2000-11-17,30000000,103291131.0,78.0,24.087,6.6,450.0,Family,Animation,Adventure,Paramount Pictures,Nickelodeon Movies,Klasky-Csupo,United States of America,16340,Tim Curry,Susan Sarandon,Elizabeth Daily,73291131.0,2.4430377
1710,Copycat,en,1995-10-27,20000000,32000000.0,124.0,39.037,6.498,936.0,Thriller,Crime,Mystery,New Regency Pictures,Regency Enterprises,Warner Bros. Pictures,United States of America,1710,Dermot Mulroney,Sigourney Weaver,Will Patton,12000000.0,0.6
64635,Total Recall,en,2012-08-02,125000000,198800000.0,118.0,41.991,6.0,5406.0,Action,Science Fiction,Thriller,Total Recall,Original Film,Prime Focus,Canada,64635,Kate Beckinsale,Colin Farrell,Jessica Biel,73800000.0,0.5904
9381,Babylon A.D.,en,2008-08-20,70000000,72109200.0,101.0,90.238,5.651,2077.0,Action,Adventure,Science Fiction,Babylon,MNP Entreprise,StudioCanal,France,9381,Vin Diesel,Gérard Depardieu,Mark Strong,2109200.0,0.030131428571428573
4476,Legends of the Fall,en,1994-12-23,30000000,160638883.0,133.0,38.592,7.383,2541.0,Drama,Western,Romance,Bedford Falls Productions,TriStar Pictures,Pangaea,United States of America,4476,Brad Pitt,Anthony Hopkins,Henry Thomas,130638883.0,4.354629433333334
799155,Attack,hi,2022-04-01,9600000,2600000.0,123.0,51.016,6.7,206.0,Action,Science Fiction,Thriller,JA Entertainment,Pen Studios,Ajay Kapoor Productions,India,799155,Rakul Preet Singh,Jacqueline Fernandez,Prakash Raj,-7000000.0,-0.7291666666666666
19995,Avatar,en,2009-12-15,237000000,2923706026.0,162.0,129.244,7.583,31394.0,Action,Adventure,Fantasy,Dune Entertainment,Lightstorm Entertainment,20th Century Fox,United States of America,19995,Zoe Saldaña,Michelle Rodriguez,Sam Worthington,2686706026.0,11.336312345991562
51739,The Secret World of Arrietty,ja,2010-07-16,23000000,149660003.0,94.0,40.811,7.653,2791.0,Fantasy,Animation,Family,Studio Ghibli,Hakuhodo DY Media Partners,Mitsubishi Shoji,France,51739,Mirai Shida,Tatsuya Fujiwara,Kirin Kiki,126660003.0,5.506956652173913
97614,Deadfall,en,2012-11-08,12000000,1900000.0,95.0,23.577,5.958,662.0,Crime,Drama,Thriller,Magnolia Pictures,StudioCanal,Madhouse Entertainment,France,97614,Charlie Hunnam,Kate Mara,Olivia Wilde,-10100000.0,-0.8416666666666667
23437,A Nightmare on Elm Street,en,2010-04-30,35000000,115664037.0,95.0,71.53,5.5,2660.0,Horror,Mystery,Thriller,Platinum Dunes,New Line Cinema,Warner Bros. Pictures,United States of America,23437,Kyle Gallner,Clancy Brown,Katie Cassidy,80664037.0,2.3046867714285715
8095,Cleopatra,en,1963-06-12,44000000,71000000.0,251.0,36.598,7.0,738.0,Drama,History,Romance,MCL Films S.A.,Walwa Films S.A.,20th Century Fox,United Kingdom,8095,Elizabeth Taylor,Roddy McDowall,Martin Landau,27000000.0,0.6136363636363636
630004,The Vault,en,2021-03-04,15000000,8804000.0,114.0,38.508,6.826,941.0,Drama,Action,Thriller,Ciudadano Ciskul,Telecinco Cinema,Think Studio,France,630004,Famke Janssen,Freddie Highmore,Astrid Bergès-Frisbey,-6196000.0,-0.4130666666666667
